File;Algorithm;Time
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba5.max;BKLib;3.63933
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth13.max;BKLib;2.99896
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth13.max;BKLib;2.99854
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth13.max;BKLib;3.01742
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba8.max;BKLib;2.95008
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba8.max;BKLib;2.94367
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba8.max;BKLib;2.9587
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba14.max;BKLib;2.46911
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba14.max;BKLib;2.45666
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba14.max;BKLib;2.51965
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba15.max;BKLib;2.14878
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba15.max;BKLib;2.15795
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba15.max;BKLib;2.15503
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba11.max;BKLib;2.71506
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba11.max;BKLib;2.74644
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba11.max;BKLib;2.71255
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba12.max;BKLib;2.71288
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba12.max;BKLib;2.6401
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba12.max;BKLib;2.64712
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba4.max;BKLib;3.93006
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba4.max;BKLib;3.9387
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba4.max;BKLib;3.9172
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba2.max;BKLib;3.00083
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba2.max;BKLib;2.93323
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba2.max;BKLib;2.94811
